date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:51	1348/1348	---M--	200	added ('OK')	text/plain	etag:%22544-393999a87c380%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xmppi.cpp	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xmppi.cpp	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/progs.htm)
15:54:51	148/148	---M--	200	added ('OK')	image/gif	etag:%2294-3e9564c23b600%22	https://www.astro.umd.edu/icons/blank.gif	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/icons/blank.gif	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:52	216/216	---M--	200	added ('OK')	image/gif	etag:%22d8-3e9564c23b600%22	https://www.astro.umd.edu/icons/back.gif	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/icons/back.gif	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:52	3216/3216	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:06%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/?C=D;O=A	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/index30b5.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:53	229/229	---M--	200	added ('OK')	image/gif	etag:%22e5-3e9564c23b600%22	https://www.astro.umd.edu/icons/text.gif	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/icons/text.gif	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:53	3216/3216	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:07%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/?C=N;O=D	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/indexc052.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:53	3216/3216	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:07%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/?C=M;O=A	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/indexf8a0.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:53	2969/2969	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:07%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/index-2.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:53	3216/3216	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:07%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/?C=S;O=A	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/indexbfec.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:54	24379/24379	---M--	200	added ('OK')	text/plain	etag:%225f3b-39399a2847100%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nr.h	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nr.h	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:54	188/188	---M--	200	added ('OK')	text/plain	etag:%22bc-39399a2847100%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrexit.cpp	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrexit.cpp	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:54	55/55	---M--	200	added ('OK')	text/plain	etag:%2237-39399a2847100%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrtypes.h	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrtypes.h	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:55	2934/2934	---M--	200	added ('OK')	text/plain	etag:%22b76-3ac5c29c6e000%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrtypes_lib.h	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrtypes_lib.h	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:55	2790/2790	---M--	200	added ('OK')	text/plain	etag:%22ae6-3ac5c2a5f7680%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrtypes_nr.h	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrtypes_nr.h	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:55	82/82	---M--	200	added ('OK')	text/plain	etag:%2252-3939b7a1bfb00%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrutil.h	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrutil.h	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:56	10429/10429	---M--	200	added ('OK')	text/plain	etag:%2228bd-39399a2847100%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrutil_mtl.h	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrutil_mtl.h	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:56	9088/9088	---M--	200	added ('OK')	text/plain	etag:%222380-39399a2847100%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrutil_val.h	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrutil_val.h	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:57	9135/9135	---M--	200	added ('OK')	text/plain	etag:%2223af-39399a2847100%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrutil_tnt.h	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrutil_tnt.h	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:57	11099/11099	---M--	200	added ('OK')	text/plain	etag:%222b5b-39399a2847100%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrutil_nr.h	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/nrutil_nr.h	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:57	460/460	---M--	200	added ('OK')	text/plain	etag:%221cc-39399a2847100%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/print_array.h	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/print_array.h	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/other/)
15:54:58	624/624	---M--	200	added ('OK')	text/plain	etag:%22270-39399a07da480%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/dates1.dat	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/dates1.dat	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:54:58	3019/3019	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:12%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/?C=N;O=D	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/indexc052.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:54:58	245/245	---M--	200	added ('OK')	image/gif	etag:%22f5-3e9564c23b600%22	https://www.astro.umd.edu/icons/unknown.gif	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/icons/unknown.gif	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:54:58	3019/3019	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:12%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/?C=M;O=A	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/indexf8a0.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:54:58	3019/3019	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:12%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/?C=S;O=A	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/indexbfec.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:54:59	3019/3019	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:13%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/?C=D;O=A	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/index30b5.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:54:59	821/821	---M--	200	added ('OK')	text/html	etag:%22335-39399a07da480%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/matrx1.dat	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/matrx1.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:54:59	924/924	---M--	200	added ('OK')	text/html	etag:%2239c-39399a07da480%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/matrx2.dat	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/matrx2.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:54:59	20039/20039	---M--	200	added ('OK')	text/html	etag:%224e47-39399a07da480%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/fncval.dat	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/fncval.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:54:59	494/494	---M--	200	added ('OK')	text/html	etag:%221ee-39399a07da480%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/matrx3.dat	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/matrx3.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:55:00	857/857	---M--	200	added ('OK')	text/html	etag:%22359-39399a07da480%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/table1.dat	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/table1.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:55:00	15300/15300	---M--	200	added ('OK')	text/html	etag:%223bc4-39399a07da480%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/spctrl.dat	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/spctrl.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:55:00	1718/1718	---M--	200	added ('OK')	text/html	etag:%226b6-39399a07da480%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/table2.dat	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/table2.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:55:00	656/656	---M--	200	added ('OK')	text/html	etag:%22290-39399a07da480%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/tarray.dat	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/tarray.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:55:01	720/720	---M--	200	added ('OK')	text/plain	etag:%222d0-3939997314580%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/dlinmin.cpp	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/dlinmin.cpp	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/)
15:55:02	26955/26955	---M--	200	added ('OK')	text/plain	etag:%22694b-39399a07da480%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/text.dat	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/text.dat	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/data/)
15:55:03	72877/72877	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:15%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/?C=N;O=D	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/indexc052.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/)
15:55:03	1466/1466	---M--	200	added ('OK')	text/plain	etag:%225ba-393999a693f00%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xairy.cpp	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xairy.cpp	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/)
15:55:05	72877/72877	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:17%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/?C=S;O=A	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/indexbfec.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/)
15:55:06	1172/1172	---M--	200	added ('OK')	text/plain	etag:%22494-393999a693f00%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xcisi.cpp	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xcisi.cpp	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/)
15:55:06	72877/72877	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:17%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/?C=D;O=A	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/index30b5.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/)
15:55:06	55455/55455	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:18%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/?C=N;O=D	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/indexc052.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/)
15:55:07	1292/1292	---M--	200	added ('OK')	text/plain	etag:%2250c-393999a693f00%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xdlinmin.cpp	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xdlinmin.cpp	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/)
15:55:07	72877/72877	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:16%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/?C=M;O=A	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/indexf8a0.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/recipes/)
15:55:08	983/983	---M--	200	added ('OK')	text/plain	etag:%223d7-393999a693f00%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xerff.cpp	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xerff.cpp	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/)
15:55:09	1023/1023	---M--	200	added ('OK')	text/plain	etag:%223ff-393999a693f00%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xerffc.cpp	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xerffc.cpp	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/)
15:55:09	55455/55455	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:20%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/?C=M;O=A	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/indexf8a0.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/)
15:55:09	2746/2746	---M--	200	added ('OK')	text/plain	etag:%22aba-393999a87c380%22	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xhuffman.cpp	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/xhuffman.cpp	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/)
15:55:09	55455/55455	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Nov%202020%2010:25:21%20GMT	https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/?C=S;O=A	C:/Users/prath/Desktop/Codes/Numerical%20Recipies/www.astro.umd.edu/_ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/indexbfec.html	(from https://www.astro.umd.edu/~ricotti/NEWWEB/teaching/ASTR415/InClassExamples/NR3/legacy/nr2/CPP_211/examples/)
